"Name","State","Notes","User","Tags","Created","Runtime","Sweep","lr","model_name","epoch","train/acc_epoch","train/acc_step","train/loss_epoch","train/loss_step","trainer/global_step","valid/acc","valid/f1","valid/loss_epoch","valid/loss_step","valid/precision_macro","valid/precision_micro","valid/recall_macro","valid/recall_micro"
"expert-gorge-14","finished","-","shyamsundar007","","2023-10-13T13:50:10.000Z","652","","0.01","google/bert_uncased_L-2_H-128_A-2","4","0.9193222522735596","1","0.22227680683135984","0.10328027606010436","19949","0.929343581199646","0.4495084583759308","0.20234264433383944","0.01996229775249958","0.6584832668304443","0.6584832668304443","0.3706276714801788","0.3706276714801788"
"eager-capybara-13","finished","-","shyamsundar007","","2023-10-13T13:33:41.000Z","310","","0.01","google/bert_uncased_L-2_H-128_A-2","1","0.9194945693016052","1","0.22145310044288635","0.037538714706897736","7979","0.9266802668571472","0.42468729615211487","0.20231223106384277","0.04112851992249489","0.6326073408126831","0.6326073408126831","0.3477575182914734","0.3477575182914734"
